,Descripcion,Precio/Kg,Precio,PrecioPrevio,Ofertas,Promociones
13997,"
Avena molida sabor piña Quaker 300 g.","
 300 G. |
12,00 €/kg","3,60 €",,,
13998,,,,,,
13999,"
Queso fresco villalón Carrefour 150 g aprox","
 Envase De 150.0 G. Aprox |
6,95 €/kg","1,04 €",,,
14000,"
Queso barra havarti 60% lonchas Juan Luna al corte 200 g aprox","
 Envase De 200.0 G. Aprox |
13,20 €/kg","2,64 €",,,
14001,"
Queso tierno en barra El Ventero al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
12,10 €/kg","1,81 €",,,
14002,"
Queso fresco de vaca semigraso de Burgos Angulo 150 g aprox","
 Envase De 150.0 G. Aprox |
8,50 €/kg","1,27 €",,,
14003,"
Queso fresco cincho Carrefour al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
7,80 €/kg","1,17 €",,,
14004,"
Queso azul Valdeón De Nuestra Tierra al corte 250 g aprox","
 250 G 250.0 G. Aprox |
17,50 €/kg","4,37 €",,,
14005,"
Queso fresco de oveja Flor de Esgueva al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
13,25 €/kg","1,99 €",,,
14006,"
Queso de cabra semicurado graso Peñagorda al corte 200 g aprox","
 200 G 200.0 G. Aprox |
18,50 €/kg","3,70 €",,,
14007,"
Queso puro de oveja viejo leche cruda Campo Real al corte 300 g aprox","
 300 G 300.0 G. Aprox |
15,25 €/kg","4,57 €",,,
14008,"
Queso de oveja tierno graso 300 g aprox","
 Envase De 300.0 G. Aprox |
13,95 €/kg","4,18 €",,,
14009,"
Queso curado de oveja con boletus Vegasotuelamos al corte, 280 g aprox","
 Envase De 280.0 G. Aprox |
29,50 €/kg","8,26 €",,,
14010,,,,,,
14011,"
Café intenso en cápsulas Marcilla compatible con Nespresso 10 unidades de 5,2 g.","
 10 Ud. |
0,28 €/ud","2,80 €",,,
14012,"
Café doppio extra intenso en cápsulas Royal compatible con Nespresso 10 unidades de 5,8 g.","
 10 Ud. |
54,31 €/kg","3,15 €",,,
14013,"
Café cappuccino en cápsulas L'Or Espresso Tassimo 8 unidades de 33,4 g.","
 8 Ud. |
19,33 €/kg","5,16 €",,,
14014,"
Café soluble espresso intenso Carrefour 80 g.","
 80 G. |
2,35 €/kg","1,88 €",,,
14015,"
Café splendente en cápsulas L'Or Espresso compatible con Nespresso 10 unidades de 5,2 g.","
 10 Ud. |
65,38 €/kg","3,40 €",,,
14016,"
Café India en cápsulas L'Or Espresso compatible con Nespresso 10 ud.","
 10 Ud. |
65,38 €/kg","3,40 €",,,
14017,"
Café grano descafeinado Carrefour 500 g.","
 500 G. |
7,20 €/kg","3,60 €",,,
14018,"
Café descafeinado monodosis Gran Aroma Marcilla compatible con Senseo 28 unidades de 7 g.","
 28 Ud. |
19,02 €/kg","3,69 €",,,
14019,"
Café espresso sabor vainilla Monster 250 ml.","
 250 Ml. |
6,12 €/l","1,53 €",,,
14020,"
Café molido mezcla descafeinado Carrefour 250 g.","
 250 G. |
8,40 €/kg","2,10 €",,,
14021,"
Café espresso forte en cápsulas Royal compatible con Nespresso 10 unidades de 5 g.","
 10 Ud. |
60,00 €/kg","3,00 €",,,
14022,"
Café con leche en cápsulas Central Lechera Asturiana compatible con Dolce Gusto 16 unidades de 10 g.","
 16 Ud. |
25,31 €/kg","4,05 €",,,
14023,"
Café latte macchiato vainilla en cápsulas Nescafé Dolce Gusto 8 unidades de 23,55 g.","
 8 Ud. |
28,69 €/kg","4,16 €",,,
14024,"
Café espresso en cápsulas Nescafé Dolce Gusto 16 unidades de 6 g.","
 16 Ud. |
44,27 €/kg","4,25 €",,,Oferta
14025,"
Café molido natural qualità oro Lavazza 250 g.","
 250 G. |
17,80 €/kg","4,45 €",,,
14026,"
Café en grano pike place Starbucks 200 g.","
 200 G. |
17,45 €/kg","3,49 €",,,
14027,"
Café en grano espresso Starbucks 200 g.","
 200 G. |
17,45 €/kg","3,49 €",,,
14028,"
Café latte espresso Kaiku 230 ml.","
 230 Ml. |
6,17 €/l","1,42 €",,,
14029,"
Café Brasil en cápsulas Royal compatible con Dolce Gusto 16 unidades de 6,2 g.","
 16 Ud. |
40,91 €/kg","4,05 €",,,2x1 Acumulación
14030,"
Café cortado en cápsulas Carrefour compatible con Dolce Gusto 30 unidades de 5,8 g.","
 30 Ud. |
33,74 €/kg","5,87 €",,,
14031,"
Café lungo ligero en cápsulas Lavazza compatible con Nespresso 10 unidades de 5 g.","
 10 Ud. |
59,00 €/kg","2,95 €",,,
14032,"
Café con leche en cápsulas Marcilla compatible con Dolce Gusto 14 unidades de 6 g.","
 14 Ud. |
31,07 €/kg","4,35 €",,,
14033,"
Café con leche en cápsulas Nescafé Dolce Gusto 60 ud.","
 60 Ud. |
51,00 €/kg","15,30 €",,,3x2
14034,"
Café latte con crema macchiato Kaiku 230 ml.","
 230 Ml. |
6,17 €/l","1,42 €",,,
14035,,,,,,
14036,"
Salchichas mini viena Carrefour sin gluten 320 g.","
 320 G. |
6,45 €/kg","2,09 €",,,
14037,"
Salchichas pechuga de pavo King El Pozo sin gluten 330 g.","
 330 G. |
5,39 €/kg","1,78 €",,,
14038,"
Salchichas de pavo maxi pack Oscar Mayer sin gluten 880 g.","
 880 G. |
5,34 €/kg","4,70 €",,,3x2
14039,"
Salchichas bocata viena Argal 230 g.","
 230 G. |
6,35 €/kg","1,46 €",,,
14040,"
Salchichas de cerdo, pavo y pollo con sabor ahumado bocata barbacoa Argal sin gluten 230g.","
 230 G. |
6,83 €/kg","1,57 €",,,
14041,"
Salchichas bockwurst con queso Picken sin gluten 340g.","
 340 G. |
8,82 €/kg","3,00 €",,,
14042,"
Salchichas para asar grilbratwurst Casa Westfalia sin gluten y sin lactosa 270 g.","
 270 G. |
15,56 €/kg","4,20 €",,,
14043,"
Salchichas jumbo con queso Carrefour 250 g.","
 250 G. |
6,80 €/kg","1,70 €",,,
14044,,,,,,
14045,"
Lomo de cebo ibérico 50% raza ibérica Carrefour sin gluten pack de 2 unidades 125 g","
 125 G |
36,00 €/kg","4,50 €",,,
14046,"
Chistorra natural Embutidos Alejandro pieza 200 g","
 200 G |
14,95 €/kg","2,99 €",,,
14047,"
Lomo de bellota 100 % ibérico en lonchas De Nuestra Tierra 100 g","
 100 G |
59,90 €/kg","5,99 €",,,
14048,"
Morcilla de Patata Nejosa 375 g","
 375 G |
7,73 €/kg","2,90 €",,,
14049,"
Chorizo sarta ibérico dulce 50 % raza ibérica 250 g","
 250 G |
9,80 €/kg","2,45 €",,,
14050,"
Chorizo y salchichón ibérico velita curados sin gluten y sin lactosa 400 g","
 400 G |
12,75 €/kg","5,10 €",,,
14051,"
Lomo ibérico de cebo 50% raza ibérica Carrefour Calidad y Origen 1/3 pieza 350 g aprox","
 Envase De  350.0 G. Aprox |
33,95 €/kg","11,88 €",,,
14052,"
Chorizo blanco loncheado Revilla envase 100 g aprox","
 100 G.  |
14,29 €/kg","1,00 €",,,
14053,"
Chorizo de león picante loncheado De Nuestra Tierra 100 g.","
 100 G. |
19,80 €/kg","1,98 €",,,
14054,"
Chorizo primera herradura Embutidos Nejosa pieza 375 g","
 375 G |
11,33 €/kg","4,25 €",,,
14055,"
Chorizo jabuguito Sánchez Romero Carvajal (2 udx130g) 260 g","
 260 G. |
19,04 €/kg","4,95 €",,,
14056,"
Chorizo de León picante El Bierzo La Encina pieza 450 g aprox","
 Envase De  450.0 G. Aprox |
15,95 €/kg","7,18 €",,,
14057,"
Chorizo de cebo ibérico en lonchas extrafinas 100 g","
 100 G |
24,50 €/kg","2,45 €",,,
14058,"
Chorizo Asturiano De Nuestra Tierra sin gluten 290 g.","
 290 G. |
21,72 €/kg","6,30 €",,,2ª al -50%
14059,"
Chorizo Artesano lonchas El Pozo All Natural 80 g.","
 80 G. |
14,29 €/kg","1,00 €",,,
14060,"
Lomo en lonchas Argal 100 g.","
 100 G. |
20,00 €/kg","2,00 €",,,
14061,"
Chorizo extra El Chico 250 g.","
 250 G. |
13,00 €/kg","3,25 €",,,
14062,"
Chorizo ibérico extra vela sin gluten 400 g","
 400 G |
12,50 €/kg","5,00 €",,,
14063,"
Chorizo extra ecológico en lonchas sin gluten 80 g","
 80 G |
23,75 €/kg","1,90 €",,,
14064,"
Chorizo iberico extra sarta Carrefour Calidad y Origen pieza 400 g ","
 400 G. |
14,00 €/kg","4,20 €",,,
14065,"
Lomo cular en taco Embutidos España pieza 400 g aprox","
 375 G |
17,47 €/kg","6,99 €",,,
14066,"
Morcilla ibérica curada 250 g","
 250 G |
8,80 €/kg","2,20 €",,,
14067,"
Lonchas Chorizo Ibérico Azuaga 100 g.","
 100 G. |
23,90 €/kg","2,39 €",,,
14068,"
Lomo embuchado ecológico Biobardales 100 g.","
 100 G. |
49,50 €/kg","4,95 €",,,
14069,,,,,,
14070,"
Pechuga de pavo en lonchas finas 200 g","
 200 G |
8,40 €/kg","1,68 €",,,
14071,"
Jamón de pavo Carrefour sin gluten 400 g.","
 400 G. |
4,40 €/kg","1,76 €",,,
14072,"
Pechuga de pollo asada loncheada Los Artesanos ElPozo envase 170 g","
 170 G |
13,53 €/kg","2,30 €",,,3x2
14073,"
Pechuga Braseada de pavo Mini Campofrío Pavofrío 380 g.","
 380 G. |
10,26 €/kg","3,90 €",,,3x2
14074,"
Pechuga de pollo en lonchas El Pozo sin gluten 200 g.","
 200 G. |
11,00 €/kg","2,20 €",,,3x2
14075,"
Pechuga de pavo bajo en grasa y sal loncheada Noel envase 180 g","
 180 G |
12,35 €/kg","2,10 €",,,
14076,"
Pechuga de pollo loncheada como recien cortado Campofrío envase 160 g","
 160 G |
15,00 €/kg","2,40 €",,,2x1 Acumulación
14077,"
Jamón pavo Mini Campofrío Pavofrío 380 g.","
 380 G. |
8,16 €/kg","3,10 €",,,3x2
14078,"
Pechuga de pavo asada loncheada Los Artesanos ElPozo envase 170 g","
 170 G |
13,53 €/kg","2,30 €",,,3x2
14079,"
Chopped de pavo El Pozo sin gluten 225 g.","
 225 G. |
7,78 €/kg","1,75 €",,,3x2
14080,"
Pechuga de pavo en lonchas Noel - Delizias sin gluten y sin lactosa 110 g","
 120 G |
18,09 €/kg","1,99 €",,,
14081,"
Pechuga de Pollo loncheada Carrefour envase 200 g","
 200 G |
8,00 €/kg","1,60 €",,,
14082,"
Mortadela de pavo con aceitunas en lonchas El Pozo sin gluten 225 g.","
 225 G. |
7,78 €/kg","1,75 €",,,3x2
14083,"
Pechuga de pavo Carrefour sin gluten pieza de 400 g.","
 400 G. |
5,62 €/kg","2,25 €",,,
14084,"
Pollo asado al horno relleno loncheado Carloteña envase 150 g","
 150 G |
12,60 €/kg","1,89 €",,,
14085,"
Redondo de pollo asado c/queso cabra y cebolla caramelizada Asados la Carloteña 250 g","
 Pieza De |
11,80 €/kg","2,95 €",,,
14086,"
Pechuga de pavo finas lonchas +pro El Pozo Bienstar sin gluten sin lactosa 130 g.","
 130 G. |
15,38 €/kg","2,00 €",,,
14087,"
Pechuga de pollo asada loncheada La Carloteña sin lactosa envase 100 g","
 100 G |
24,00 €/kg","2,40 €",,,
14088,"
Pechuga de pavo lonchas finas y enteras Argal Bonnatur sin gluten sin lactosa 130 g.","
 130 G. |
16,15 €/kg","2,10 €",,,
14089,"
Pechuga de pavo ecológico Carrefour Bio 100 g","
 100 G |
27,50 €/kg","2,75 €",,,
14090,"
Pechuga de pavo en lonchas Campofrío Pavofrío sin gluten y sin lactosa 80 g.","
 80 G.  |
13,38 €/kg","1,07 €",,,
14091,"
Pechuga pavo loncha fina ElPozo bipack (2x200g) envase 400 g","
 400 G |
11,08 €/kg","3,99 €",,,3x2
14092,"
Pavo sándwich en lonchas ElPozo sin gluten 340 g.","
 340 G. |
5,88 €/kg","2,00 €",,,
14093,"
Pechuga de pollo sin grasas si azucares El Pozo Bienstar sin gluten sin lactosa 340 g.","
 340 G. |
8,97 €/kg","3,05 €",,,
14094,,,,,,
14095,"
Jamón curado gran reserva en lonchas sin gluten y sin lactosa 110 g","
 110 Gr |
45,00 €/kg","4,95 €",,,3x2
14096,"
TACO 1/4 PAL.CURADA ESPA?A, KG","
 Envase De 250.0 G. Aprox |
13,95 €/kg","3,49 €",,,
14097,"
Maletín de jamón de cebo ibérico 50% raza ibérica loncheado 16 sobre de 70 g","
 1 Ud |
55,00 €/ud","55,00 €",,,
14098,"
Jamón de cebo ibérico 50% raza ibérica en lonchas Navidul sin gluten y sin lactosa 80 g","
 80 G |
74,38 €/kg","5,95 €",,,
14099,"
Jamón curado en lonchas La Puebla 200 g","
 200 G |
27,72 €/kg","4,99 €",,,2x1 Acumulación
14100,"
Paleta de cebo ibérica 50% raza ibérica Juan Luna 225 g","
 225 G |
47,57 €/kg","9,99 €",,,
14101,"
Tabla de Ibéricos en lonchas Carrefour sin gluten 200 g.","
 200 G. |
29,75 €/kg","5,95 €",,,
14102,"
Jamón curado al plato finas lonchas Argal 80 g.","
 80 G. |
25,00 €/kg","2,00 €",,,
14103,"
Jamón reserva en taco España e Hijos 400 g","
 400 G |
16,25 €/kg","6,50 €",,,
14104,"
Paleta curada gran reserva Boadas 1880 sin gluten 80 g,","
 80 G. |
31,25 €/kg","2,50 €",,,
14105,"
Jamón de cebo ibérico loncheado 50% raza ibérica Canpipork 100 g ","
 Envase De |
39,90 €/kg","3,99 €",,,
14106,"
Jamón curado D.O.P Teruel De Nuestra Tierra 100 g","
 100 G |
29,70 €/kg","2,97 €",,,
14107,"
Paleta curada gran reserva en lonchas sin gluten y sin lactosa 120 g","
 120 Gr |
41,25 €/kg","4,95 €",,,3x2
14108,"
Taquitos de jamón curado light España Alim. 2x50g, 100 g","
 Envase De |
23,00 €/kg","2,30 €",,,
14109,"
Jamón curado loncha fina Aires de Granada 120 g","
 120 G |
16,58 €/kg","1,99 €",,,
14110,"
Jamón ibérico bellota loncheado a mano Cuyar 85 g","
 Envase De |
176,35 €/kg","14,99 €",,,
14111,"
Plato paleta cebo ibérica 50% raza ibérica loncheada Carrefour Calidad y Origen 100 g","
 100 G |
59,00 €/kg","5,90 €",,,
14112,"
Paleta curada D.O.P Teruel De Nuestra Tierra 100 g","
 100 G |
32,90 €/kg","3,29 €",,,
14113,"
Snacks con jamón Sticks Serrano 50 g. sin gluten","
 50 G. |
23,40 €/kg","1,17 €",,,
14114,"
Jamón curado bodega Boadas 1880 sin gluten 200 g,","
 200 G. |
20,15 €/kg",,"
4,30 €","
4,03 €",3x2
14115,"
Jamón taquitos boadas pack de 2 unidades de 50 g.","
 Pack De 2x50 G. |
26,70 €/kg",,"
2,85 €","
2,67 €",3x2
14116,"
Jamón serrano en lonchas Boadas 270 g.","
 270 G. |
23,10 €/kg","4,85 €",,,3x2
14117,"
Paleta de cebo ibérica 50 % de raza ibérica en lonchas Navidul sin gluten y sin lactosa 90 g","
 90 G |
66,11 €/kg","5,95 €",,,
14118,"
Paleta curada de 12 meses pieza de 4,5 kg","
 4,5 Kg |
8,67 €/kg","39,00 €",,,
14119,,,,,,
14120,"
Tenders sabor cajún Fripozo 250 g.","
 250 G. |
8,80 €/kg","2,20 €",,,
14121,"
Crunchy con queso gouda y mermelada de albaricoque Fripozo 200 g.","
 200 G. |
7,17 €/kg","2,15 €",,,
14122,"
Arroz negro Findus-Salto 700 g.","
 700 G. |
7,79 €/kg","5,45 €",,,5€ dto.
14123,"
Croquetas de jamón Fridela sin gluten 240 g.","
 240 G. |
12,50 €/kg","3,00 €",,,
14124,"
Helado sorbete de limón Carte D'or 1000 ml.","
 1000 Ml. |
6,30 €/kg","3,15 €",,,
14125,"
Nata montada azucarada y aromatizada Carrefour 500 g.","
 500 G. |
2,58 €/kg","1,29 €",,,
14126,"
Arroz tres delicias Findus 250 g.","
 250 G. |
6,24 €/kg","1,56 €",,,
14127,"
Conos con helado de soja Valsoia sin lactosa 4 ud.","
 4 Ud. |
1,10 €/ud","4,40 €",,,
14128,"
Salteado de menestra con gambas Findus-Salto 500 g.","
 500 G. |
6,50 €/kg","3,25 €",,,
14129,"
Helado de pantera rosa La Ibense 500 ml.","
 500 Ml. |
19,50 €/kg","5,85 €",,,
14130,"
Salteado de bulgur y quinoa con verduras Carrefour 450 g.","
 450 G. |
5,31 €/kg","2,39 €",,,
14131,"
Croquetas de jamón ibérico y pan crujiente La cocina de Senén sin gluten 200 g.","
 200 G. |
20,50 €/kg","4,10 €",,,
14132,"
Bombón helado Classic Magnum sin gluten pack de 6 unidades de 100 g.","
 Pack 6x100 G. |
0,98 €/ud","5,90 €",,,
14133,"
Filetes de atún empanados Campos 320 g.","
 320 G. |
9,84 €/kg","3,15 €",,,
14134,"
Helado de fresa y crema Häagen Dazs sin gluten 400 g.","
 400 G. |
15,75 €/kg","6,30 €",,,
14135,"
Helado de vainilla Magnum 440 ml.","
 440 Ml. |
20,71 €/kg","6,15 €",,,3x2
14136,"
Sandwich choco cookie con helado de chocolate Carrefour Extra sin aceite de palma 4 ud,","
 4 Ud. |
0,52 €/ud","2,10 €",,,
14137,"
Pizza de jamón y queso Buitoni 325 g.","
 325 G. |
8,59 €/kg","2,75 €",,,
14138,"
Delicias de espinacas y queso gouda ecológicas Fridela 300 g.","
 300 G. |
12,00 €/kg","3,60 €",,,
14139,"
Pizza de verdura Buitoni 370 g.","
 Pack 2x185 G. |
11,22 €/kg","4,15 €",,,
14140,"
Mini bombón helado Classic, Almond, White Magnum sin gluten 10 ud.","
 10 Ud. |
0,60 €/ud","5,95 €",,,
14141,"
Pizza barbacoa Bonnatura Gourmet 390 g.","
 390 G. |
4,08 €/kg","1,59 €",,,
14142,"
Habitas con jamón Findus-Verdeliss 230 g.","
 230 G. |
12,17 €/kg","2,80 €",,,5€ dto.
14143,"
Pizza 4 quesos Bonnatura Gourmet 385 g.","
 385 G. |
4,13 €/kg","1,59 €",,,
14144,,,,,,
14145,"
Yogur de plátano ecológico Pastoret 500 g.","
 500 G. |
5,60 €/kg","2,80 €",,,
14146,"
Yogur de arándanos ecológico Pastoret 135 g.","
 135 G. |
10,30 €/kg","1,39 €",,,
14147,"
Copos de avena integral sin azúcares añadidos ecológicos Ecocesta 500 g.","
 500 G. |
4,20 €/kg","2,10 €",,,
14148,"
Alubia blanca cocida ecológica Pedro Luis 425 g.","
 425 G. |
5,60 €/kg","2,80 €",,,
14149,"
Yogur de mango ecológico Pastoret 135 g.","
 135 G. |
10,30 €/kg","1,39 €",,,
14150,"
Tahin tostado ecológico Naturgreen sin gluten y sin lactosa tarro 300 g.","
 300 G. |
19,50 €/kg","5,85 €",,,
14151,"
Multiinfusión delgaxan en bolsitas ecológica Pompadour 20 ud.","
 20 Ud. |
79,67 €/kg","2,39 €",,,
14152,"
Tofu Natural ecológico Soria Natural sin gluten 250 g.","
 250 G. |
8,40 €/kg","2,10 €",,,
14153,"
Chocolate negro 70% ecológico Suchard 90 g.","
 90 G. |
22,78 €/kg","2,05 €",,,3x2
14154,"
Crema de chocolate ecológica Pastoret 100 g.","
 100 G. |
15,30 €/kg","1,53 €",,,
14155,"
Espirales vegetales ecológicos Gallo 500 g.","
 500 G. |
3,10 €/kg","1,55 €",,,
14156,"
Aceite de sésamo ecológico La Masía 250 ml.","
 250 Ml. |
14,00 €/l","3,50 €",,,
14157,"
Harina de avena integral ecológica el Horno de Leña 500 g.","
 500 G. |
3,54 €/kg","1,77 €",,,
14158,"
Tortitas de arroz y quinoa ecológicas Ecocesta 120 g.","
 120 G. |
11,92 €/kg","1,43 €",,,
14159,"
Tomate frito ecológico Hida tarro 350 g.","
 350 G. |
5,54 €/kg","1,94 €",,,
14160,"
Crema de Avena Cuisine ecológico Oatly 250 ml.","
 250 Ml. |
4,28 €/l","1,07 €",,,
14161,"
Guacamole ecológico Frudel 150 g.","
 150 G. |
17,67 €/kg","2,65 €",,,
14162,"
Gusanitos ecológico Smileat sin gluten 38 gr","
 38 G. |
38,16 €/kg",,"
1,56 €","
1,45 €",3x2
14163,"
Cereales con frutas sin azúcares añadidos ecológicos Muesli Ecocesta 500 g.","
 500 G. |
5,18 €/kg","2,59 €",,,
14164,"
Galletas de avena con pepitas de chocolate ecológicas Digestive Gullón 270 g.","
 270 G. |
8,48 €/kg",,"
2,35 €","
2,29 €",3x2
14165,"
Palomitas al punto de sal ecológicas Popitas pack de 3 bolsas de 80 g.","
 Pack 3x80 G. |
13,12 €/kg","3,15 €",,,
14166,"
Sardinas en aceite de oliva virgen extra ecológico Cuca 85 g.","
 85 G. |
22,12 €/kg","1,88 €",,,
14167,"
Yogur de plátano y crumble de galleta ecológico Pastoret 135 g.","
 135 G. |
10,30 €/kg","1,39 €",,,
14168,"
Café grano natural arábica ecológico Oquendo 250 g.","
 250 G. |
11,60 €/kg","2,90 €",,,
14169,,,,,,
14170,"
Cacao en cápsulas Nesquik Nescafe Dolce Gusto 16 unidades de 16 g.","
 16 Ud. |
16,60 €/kg","4,25 €",,,Oferta
14171,"
Caramelo blanco sabor sandía Dipper XL Vidal 150 g.","
 150 G. |
11,93 €/kg","1,79 €",,,2x1 Acumulación
14172,"
Cereales con frutos secos Proteín Special K Kellogg's 320 g.","
 320 G. |
9,39 €/kg","3,10 €",,,3x2
14173,"
Chocolate con leche y avellanas troceadas Milka 125 g.","
 125 G. |
13,44 €/kg","1,68 €",,,3x2
14174,"
Chocolate negro intenso con limón Lindt Excellence 100 g.","
 100 G. |
25,00 €/kg","2,50 €",,,3x2
14175,"
Chocolate 70% negro con frambuesa y avellana Lindt Excellence 100 g.","
 100 G. |
27,50 €/kg","2,75 €",,,3x2
14176,"
Café lungo descafeinado en cápsulas Nescafé Dolce Gusto 16 unidades de 7 g.","
 16 Ud. |
37,95 €/kg","4,25 €",,,Oferta
14177,"
Barritas sabor chocolate blanco - stracciatella Just Protein pack de 3 barritas de 35 g.","
 Pack 3x35 G. |
28,10 €/kg","2,95 €",,,3x2
14178,"
Infusión de jengibre con té matcha en bolsitas Hornimans 20 ud.","
 20 Ud. |
75,00 €/kg","2,25 €",,,3x2
14179,"
Caramelos de goma Classic Haribo 275 g.","
 275 G. |
9,42 €/kg",,"
2,75 €","
2,59 €",3x2
14180,"
Manzanilla en bolsitas Hornimans 100 ud.","
 100 Ud. |
131,43 €/kg","4,60 €",,,3x2
14181,"
Chocolate blanco con galleta Nestlé Milkybar 100 g.","
 100 G. |
10,80 €/kg","1,08 €",,,3x2
14182,"
Café molido natural para cafetera italiana Nestlé Bonka 250 g.","
 250 G. |
9,00 €/kg","2,25 €",,,3x2
14183,"
Chicles sabor hierbabuena Orbit 4 paquetes de 10 ud.","
 40 Ud. |
37,50 €/kg","2,10 €",,,3x2
14184,"
Té rojo extra puro en bolsitas Hornimans 20 ud.","
 20 Ud. |
0,11 €/ud","2,10 €",,,3x2
14185,"
Té Classic en bolsitas Hornimans 100 ud.","
 100 Ud. |
0,05 €/ud","4,60 €",,,3x2
14186,"
Café latte macchiato caramel en cápsulas Nescafé Dolce Gusto 8 unidades de 21,1 g.","
 8 Ud. |
24,76 €/kg","4,16 €",,,Oferta
14187,"
Chocolate con leche y burbujas con caramelo bubbly Milka 250 g.","
 250 G. |
11,40 €/kg","2,85 €",,,3x2
14188,"
Bombones de chocolate negro rellenos de licor de cereza Mon Chéri 30 ud.","
 30 Ud. |
22,70 €/kg",,"
7,22 €","
7,15 €",
14189,"
Mermelada de mango de temporada Hero 350 g.","
 350 G. |
5,66 €/kg","1,98 €",,,2x1 Acumulación
14190,"
Chocolate 70% negro con naranja y almendra Lindt Excellence 100 g.","
 100 G. |
27,50 €/kg","2,75 €",,,3x2
14191,"
Té negro con canela y jengibre en bolsitas ecológico Yogi 12 ud.","
 12 Ud. |
129,17 €/kg","3,10 €",,,3x2
14192,"
Bombones surtidos de chocolate Nestlé Caja Roja 22 ud.","
 22 Ud. |
24,75 €/kg","4,95 €",,,2ª al -50%
14193,"
Caramelos de goma Frutissima Haribo 275 g.","
 275 G. |
9,42 €/kg",,"
2,75 €","
2,59 €",3x2
14194,,,,,,
14195,"
Paté de atún claro 0% M.G. Calvo 165 g.","
 165 G. |
12,80 €/kg","2,10 €",,,
14196,"
Paté de hígado de oca Martiko 130 g.","
 130 G. |
28,85 €/kg","3,75 €",,,
14197,"
Paté vegetal de alcachofa ecológico Soria Natural pack de 2 unidades de 50 g.","
 Pack 2x50 G. |
27,00 €/kg","2,70 €",,,
14198,"
Paté vegetal de champiñón ecológico Soria Natural pack 2 unidades de 50 g.","
 Pack 2x50 G. |
28,50 €/kg","2,85 €",,,
14199,"
Foie Gras entero de pato mi cuit Carrefour Selección sin gluten 90 g.","
 90 G. |
81,11 €/kg","7,30 €",,,
14200,"
Paté de cerdo al oporto sin gluten Carrefour 90 g","
 90 G. |
11,78 €/kg","1,06 €",,,
14201,"
Surtido paté superior pato/oca Martiko 4x75 g.","
 4x75 G. |
6,30 €/ud","6,30 €",,,
14202,"
Foie Gras entero de pato mi-cuit Carrefour Selección 125 g.","
 125 G. |
83,60 €/kg","10,45 €",,,
14203,"
Foie gras de carnard entier refflets de france Reflets de France 180 g.","
 180 G. |
68,61 €/kg","12,35 €",,,
14204,"
Paté almendras ajos salvajes ecológico Naturgreen sin gluten 130 g.","
 130 G. |
27,31 €/kg","3,55 €",,,
14205,"
Paté de atún claro con aceitunas Calvo 165 g.","
 165 G. |
12,80 €/kg","2,10 €",,,
14206,"
Crema de bacalao Royal 100 g.","
 100 G. |
22,50 €/kg","2,25 €",,,
14207,"
Paté de pato al cava Carrefour sin gluten 190 g.","
 190 G. |
15,26 €/kg","2,90 €",,,
14208,"
Crema paté almendras olivas ecológica Naturgreen sin gluten 130 g.","
 130 G. |
27,31 €/kg","3,55 €",,,
14209,"
Paté tradición campaña 110 g","
 110 G |
11,82 €/kg","1,30 €",,,
14210,"
Paté de pimientos Carrefour 100 g.","
 100 G. |
16,10 €/kg","1,61 €",,,
14211,"
Paté nature ecológico Naturgreen sin gluten 125 g.","
 125 G. |
24,80 €/kg","3,10 €",,,
14212,"
Mousse de oca al sauternes Carrefour sin gluten 90 g. ","
 90 G. |
15,44 €/kg","1,39 €",,,
14213,"
Paté campestre ecológico Naturgreen sin gluten 125 g.","
 125 G. |
24,80 €/kg","3,10 €",,,
14214,"
Rillete de pato Larnaudie 180 g.","
 180 G. |
28,06 €/kg","5,05 €",,,
14215,"
Sobrasada de Mallorca El Zagal sin gluten 200 g.","
 200 G. |
13,25 €/kg","2,65 €",,,
14216,"
Tabla surtido bloc de foie gras: pato, oca, pato con trufa y pato con boletus Martiko pack de 4 unidades de 20 g.","
 Pack 4x20 G. |
71,88 €/kg","5,75 €",,,
14217,"
Paté tradición finas hiervas sin gluten 110 g","
 110 G |
11,82 €/kg","1,30 €",,,
14218,"
Confit de higo Carrefour Selección 100 g.","
 100 G. |
25,00 €/kg","2,50 €",,,
14219,,,,,,
14220,"
Galletas de chocolate con crema de cacao Schär sin gluten 150 g.","
 150 G. |
20,67 €/kg","3,10 €",,,
14221,"
Galletas rellenas de crema de vainilla Coppenrath sin gluten y sin lactosa 300 g.","
 300 G. |
14,50 €/kg","4,35 €",,,
14222,"
Rosquitos de espelta con chocolate blanco y semillas de chía ecológicos El Horno de Leña 160 g.","
 160 G. |
19,38 €/kg","3,10 €",,,
14223,"
Galletas de chocolate Waffers Proceli sin gluten 130 g.","
 130 G. |
24,62 €/kg","3,20 €",,,
14224,"
Tejas de Tolosa Casa Eceiza 125 g.","
 125 G. |
31,20 €/kg","3,90 €",,,
14225,"
Galleta digestive cacao Santiveri Noglut 200 g.","
 200 G. |
11,45 €/kg","2,29 €",,,
14226,"
Galletas de avena con pepitas de chocolate ecológicas Schär sin gluten 105 g.","
 105 G. |
29,52 €/kg","3,10 €",,,
